text,label,category,seed_id
good morning the security officer warned us about people following students at night talk soon,0,Non-Abusive,HRD-027
the article explains how victims of blackmail can get help ok,0,Non-Abusive,HRD-021
hey i do not like him but i would never wish him harm thanks,0,Non-Abusive,HRD-030
look here i have been watching your hostel window every night so watch yourself,1,Cyberstalking / Intimidation,STK-012
hey you will pay me every month or i keep posting you will see,1,Blackmail / Non-Consensual Extortion,BLK-013
quick question i think we should stop talking to each other for a while thanks,0,Non-Abusive,HRD-003
i will find you no matter how many times you block me foolish girl,1,Cyberstalking / Intimidation,STK-007
you better understand do what i say or i will send this to your fiance so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-016
for the last time i am coming to your hostel with a knife stupid,1,Physical Violence / Life Threat,VIO-005
i swear to god your new address will not save you from me idiot,1,Cyberstalking / Intimidation,STK-018
i am telling you one more word and i will finish you completely so watch yourself,1,Physical Violence / Life Threat,VIO-014
hey you should just kill yourself and save everyone the trouble stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-003
good morning the printer in the office is out of toner ok,0,Non-Abusive,CLN-026
hey you hurt my feelings when you said that in front of everyone please,0,Non-Abusive,HRD-006
by the way the wifi in the lab is very slow today god bless,0,Non-Abusive,CLN-017
good morning i have submitted my project proposal today talk soon,0,Non-Abusive,CLN-009
please my supervisor approved my chapter three have a good day,0,Non-Abusive,CLN-028
for the last time i am coming to your hostel with a knife so watch yourself,1,Physical Violence / Life Threat,VIO-005
i swear to god i have your new number even after you changed it and i mean it,1,Cyberstalking / Intimidation,STK-006
by the way i do not like him but i would never wish him harm cheers,0,Non-Abusive,HRD-030
listen to me i have been watching your hostel window every night idiot,1,Cyberstalking / Intimidation,STK-012
this is the worst service i have ever received thanks,0,Non-Abusive,HRD-004
am warning you i swear i will beat you until you cannot walk again idiot,1,Physical Violence / Life Threat,VIO-002
please we had a serious argument and i said things i regret cheers,0,Non-Abusive,HRD-013
for the last time i will never leave you alone until you talk to me,1,Cyberstalking / Intimidation,STK-011
just checking in i will pay the hostel fees on monday,0,Non-Abusive,CLN-023
good morning the results will be published next month ok,0,Non-Abusive,CLN-029
idiot you changed your route today but i still saw you and nobody can save you,1,Cyberstalking / Intimidation,STK-010
hello the printer in the office is out of toner god bless,0,Non-Abusive,CLN-026
i swear to god i am tracking everywhere you go and that is final,1,Cyberstalking / Intimidation,STK-009
stupid girl i followed you home yesterday and you did not even notice idiot,1,Cyberstalking / Intimidation,STK-002
look here you are mentally retarded and should not be in university and that is final,1,Severe Harassment / Defamation / Hate Speech,HAR-013
listen to me you are going to die and nobody will find your body idiot,1,Physical Violence / Life Threat,VIO-001
hello i am tired of always being the one who apologises please,0,Non-Abusive,HRD-014
look here i will destroy your marriage with these pictures you will see,1,Blackmail / Non-Consensual Extortion,BLK-021
i am telling you i swear i will beat you until you cannot walk again you will see,1,Physical Violence / Life Threat,VIO-002
i will tell everyone what a cheap girl you are so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-011
idiot i will destroy you and everyone in your family and i mean it,1,Physical Violence / Life Threat,VIO-022
hey i created new accounts because you blocked the old ones and i mean it,1,Cyberstalking / Intimidation,STK-015
the security officer warned us about people following students at night,0,Non-Abusive,HRD-027
the security officer warned us about people following students at night god bless,0,Non-Abusive,HRD-027
the football match starts at eight tonight thanks,0,Non-Abusive,CLN-022
hey one more word and i will finish you completely and i mean it,1,Physical Violence / Life Threat,VIO-014
for the last time meet me tonight or the pictures go public you will see,1,Blackmail / Non-Consensual Extortion,BLK-011
for the last time i know your mother works at the market on fridays idiot,1,Cyberstalking / Intimidation,STK-008
am warning you you can run but i will always know where you are you hear me,1,Cyberstalking / Intimidation,STK-014
by the way the counsellor gave a talk about domestic violence awareness,0,Non-Abusive,HRD-023
quick question my sister is annoying me but i still love her thanks,0,Non-Abusive,HRD-032
good morning my supervisor approved my chapter three ok,0,Non-Abusive,CLN-028
i am telling you i will tag your pastor in the photos if you ignore me you will see,1,Blackmail / Non-Consensual Extortion,BLK-012
am warning you you are a dirty liar and a thief idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-017
hey everyone in the hall thinks you are a joke you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-020
i swear to god i will show up wherever you are until you respond you hear me,1,Cyberstalking / Intimidation,STK-019
nobody respects you because you are a common prostitute you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-014
stupid girl send more pictures or i release the ones i already have idiot,1,Blackmail / Non-Consensual Extortion,BLK-010
happy birthday i hope you have a wonderful day thanks,0,Non-Abusive,CLN-002
look here you changed your route today but i still saw you you hear me,1,Cyberstalking / Intimidation,STK-010
hey i reported the theft to the police this morning,0,Non-Abusive,HRD-016
hello my landlord is threatening to increase the rent again,0,Non-Abusive,HRD-015
good morning my sister is annoying me but i still love her talk soon,0,Non-Abusive,HRD-032
i think we should stop talking to each other for a while talk soon,0,Non-Abusive,HRD-003
i am telling you nobody will ever love a disgusting pig like you so watch yourself,1,Severe Harassment / Defamation / Hate Speech,HAR-001
quick question let me know when you are free to discuss the report let me know,0,Non-Abusive,CLN-018
hey do what i say or i will send this to your fiance so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-016
listen to me you are going to die and nobody will find your body so watch yourself,1,Physical Violence / Life Threat,VIO-001
hi we should start revising for the mid semester exams please,0,Non-Abusive,CLN-020
i know which trotro you take every morning foolish girl,1,Cyberstalking / Intimidation,STK-013
by the way the team lost badly and everyone was upset let me know,0,Non-Abusive,HRD-034
hello i am tired of always being the one who apologises,0,Non-Abusive,HRD-014
i am telling you nobody respects you because you are a common prostitute and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-014
hello i will pay the hostel fees on monday talk soon,0,Non-Abusive,CLN-023
hello the results will be published next month talk soon,0,Non-Abusive,CLN-029
i am really angry about how the meeting went today god bless,0,Non-Abusive,HRD-000
hello happy birthday i hope you have a wonderful day talk soon,0,Non-Abusive,CLN-002
good morning can you send me the link to the recording,0,Non-Abusive,CLN-007
the assignment deadline was moved to next friday let me know,0,Non-Abusive,CLN-003
quick question the counsellor gave a talk about domestic violence awareness ok,0,Non-Abusive,HRD-023
good morning did you understand what the lecturer said about pointers,0,Non-Abusive,CLN-006
look here i am coming to your hostel with a knife and i mean it,1,Physical Violence / Life Threat,VIO-005
i am writing my project on detecting abusive messages online talk soon,0,Non-Abusive,HRD-022
hello i need to buy a new laptop charger thanks,0,Non-Abusive,CLN-027
for the last time i will share your private moments with your classmates so watch yourself,1,Blackmail / Non-Consensual Extortion,BLK-017
you better understand you are mentally retarded and should not be in university idiot,1,Severe Harassment / Defamation / Hate Speech,HAR-013
keep talking and i will bury you myself and nobody can save you,1,Physical Violence / Life Threat,VIO-009
hi the results will be published next month,0,Non-Abusive,CLN-029
by the way i am upset that my laptop was stolen last night,0,Non-Abusive,HRD-011
stupid girl keep talking and i will bury you myself you will see,1,Physical Violence / Life Threat,VIO-009
listen to me i will kill you tonight and i mean it,1,Physical Violence / Life Threat,VIO-000
good morning i will pay the hostel fees on monday thanks,0,Non-Abusive,CLN-023
you are a shameless disgusting creature and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-021
quick question i am studying criminal law including offences against the person talk soon,0,Non-Abusive,HRD-019
just checking in i failed the quiz and i feel awful about it,0,Non-Abusive,HRD-009
i know which trotro you take every morning so watch yourself,1,Cyberstalking / Intimidation,STK-013
hello i reported the theft to the police this morning,0,Non-Abusive,HRD-016
you are a dead person walking and i mean it,1,Physical Violence / Life Threat,VIO-017
i still have the videos and i will post them online and that is final,1,Blackmail / Non-Consensual Extortion,BLK-002
please stop calling me i need some space god bless,0,Non-Abusive,HRD-010
meet me tonight or the pictures go public and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-011
